TransactionID,Time,Date,Drinker,License,Bar
14788,6:12:40,11/26/2018,Keegan Chambers,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14789,16:03:22,12/19/2018,Whitney Palmer,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14790,11:35:54,7/21/2017,Jordan Morrison,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14791,4:21:02,5/22/2018,Mohammad Garza,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14792,9:04:11,4/3/2017,Reagan Barnett,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14793,16:01:56,11/23/2017,Kendall Pitts,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14794,15:54:49,12/21/2018,Bert Carrillo,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14795,5:44:58,3/4/2015,Alexander Watson,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14796,5:41:01,5/22/2015,Anne Coffey,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14797,6:39:52,9/10/2015,Catherine Owens,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14798,6:49:53,5/10/2018,Boris Jefferson,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14799,13:07:44,3/13/2015,Barrett Barker,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14800,14:23:26,6/30/2016,Griffin Aguilar,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14801,10:30:31,11/8/2017,Jordan Morrison,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14802,15:19:07,1/27/2015,Mara Blackwell,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14803,4:50:54,8/17/2016,Adrienne Berry,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14804,8:15:45,2/19/2018,Acton Horn,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14805,8:54:03,11/22/2018,Cally Moran,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14806,6:46:58,5/1/2018,Carolyn Hendrix,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14807,16:37:48,4/24/2017,Xenos Stein,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14808,16:03:50,3/15/2016,Gemma Guy,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14809,16:57:27,5/31/2016,Zelda James,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14810,13:27:21,11/2/2016,Ashton Howard,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14811,8:29:37,4/18/2017,Wynne Fitzgerald,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14812,14:21:03,8/29/2018,Solomon Ratliff,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14813,14:38:11,3/13/2017,Shay Pacheco,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14814,9:29:23,5/8/2018,Celeste Bond,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14815,8:03:51,12/29/2015,Whoopi Barr,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14816,5:10:50,10/22/2018,May Mcknight,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14817,7:42:04,8/28/2015,James Glenn,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14818,12:08:46,6/11/2015,Gemma Guy,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14819,12:20:25,9/13/2016,Teagan Padilla,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14820,6:05:01,4/17/2018,Clare William,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14821,4:49:51,8/29/2017,Wynne Fitzgerald,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14822,13:15:38,7/20/2017,Adrienne Berry,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14823,12:58:06,8/29/2018,Chancellor Sharpe,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14824,9:33:50,5/20/2015,Chancellor Salas,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14825,4:03:55,9/10/2015,Acton Horn,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14826,9:51:11,2/22/2018,Lucy Sullivan,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14827,13:14:35,10/5/2018,Akeem Mcbride,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14828,14:58:47,6/9/2015,Anne Coffey,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14829,9:24:22,1/18/2016,Donovan Charles,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14830,12:05:00,8/3/2018,Xenos Stein,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14831,16:18:41,9/20/2016,Shay Pacheco,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14832,5:11:06,6/9/2015,Reagan Barnett,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14833,15:34:45,4/20/2015,Herman Blanchard,103007-8750,OLNEY ALE HOUSE
14834,8:35:09,9/27/2018,Raymond Vinson,103007-8750,OLNEY ALE HOUSE
14835,7:10:05,11/24/2016,April Parrish,103007-8750,OLNEY ALE HOUSE
14836,14:51:13,1/27/2017,Ali Finley,103007-8750,OLNEY ALE HOUSE
14837,4:53:41,6/14/2018,Marshall Gallegos,103007-8750,OLNEY ALE HOUSE
14838,13:31:11,9/4/2015,Ingrid Bennett,103007-8750,OLNEY ALE HOUSE
14839,3:32:35,6/20/2016,Ivan Shepherd,103007-8750,OLNEY ALE HOUSE
14840,2:36:26,8/24/2016,Jaime Dominguez,103007-8750,OLNEY ALE HOUSE
14841,4:30:03,8/17/2017,Charity Luna,103007-8750,OLNEY ALE HOUSE
14842,6:31:57,1/5/2017,Doris Torres,103007-8750,OLNEY ALE HOUSE
14843,9:48:42,1/25/2016,Phyllis Schwartz,103007-8750,OLNEY ALE HOUSE
14844,7:06:33,2/14/2018,Aiko Baird,103007-8750,OLNEY ALE HOUSE
14845,15:20:59,8/19/2016,Adrian Mcmillan,103007-8750,OLNEY ALE HOUSE
14846,14:17:52,12/11/2018,Hope Leonard,103007-8750,OLNEY ALE HOUSE
14847,16:50:18,4/12/2016,Gloria Berg,103007-8750,OLNEY ALE HOUSE
14848,9:45:54,4/6/2018,Ivan Shepherd,103007-8750,OLNEY ALE HOUSE
14849,11:42:32,6/4/2015,Ashely Gay,103007-8750,OLNEY ALE HOUSE
14850,16:16:20,6/19/2017,Adrienne Salazar,103007-8750,OLNEY ALE HOUSE
14851,3:41:49,9/13/2016,Brett Orr,103007-8750,OLNEY ALE HOUSE
14852,7:07:23,10/12/2017,Ali Finley,103007-8750,OLNEY ALE HOUSE
14853,4:47:37,8/22/2016,Chaim Hutchinson,103007-8750,OLNEY ALE HOUSE
14854,3:04:05,6/15/2017,Barry West,103007-8750,OLNEY ALE HOUSE
14855,2:22:46,6/11/2018,Adrienne Salazar,103007-8750,OLNEY ALE HOUSE
14856,14:05:29,2/19/2016,Phyllis Schwartz,103007-8750,OLNEY ALE HOUSE
14857,4:33:08,12/25/2017,Aiko Baird,103007-8750,OLNEY ALE HOUSE
14858,7:10:22,11/8/2018,Erica Mueller,103007-8750,OLNEY ALE HOUSE
14859,8:42:42,8/1/2017,Devin Herman,103007-8750,OLNEY ALE HOUSE
14860,4:11:03,5/12/2017,Hakeem Mason,103007-8750,OLNEY ALE HOUSE
14861,2:01:57,3/23/2018,Lynn Duffy,103007-8750,OLNEY ALE HOUSE
14862,7:45:52,7/21/2016,Clarke Richmond,103007-8750,OLNEY ALE HOUSE
14863,13:07:24,2/26/2015,Zia Ochoa,103007-8750,OLNEY ALE HOUSE
14864,8:27:01,1/29/2016,Evelyn Nielsen,103007-8750,OLNEY ALE HOUSE
14865,8:30:41,3/13/2017,Naomi Burris,103007-8750,OLNEY ALE HOUSE
14866,13:33:13,5/5/2015,Slade Workman,103007-8750,OLNEY ALE HOUSE
14867,11:35:17,6/18/2018,Ingrid Bennett,103007-8750,OLNEY ALE HOUSE
14868,3:03:23,3/24/2015,Kermit Willis,103007-8750,OLNEY ALE HOUSE
14869,14:00:25,7/24/2015,Rowan Lane,103007-8750,OLNEY ALE HOUSE
14870,2:26:54,8/12/2015,Tanner Yang,103007-8750,OLNEY ALE HOUSE
14871,2:39:30,6/14/2018,Raymond Vinson,103007-8750,OLNEY ALE HOUSE
14872,2:59:32,6/17/2015,Shellie Nicholson,103007-8750,OLNEY ALE HOUSE
14873,11:27:06,5/20/2016,Chaim Hutchinson,103007-8750,OLNEY ALE HOUSE
14874,6:50:00,12/18/2015,Hayes Cline,103007-8750,OLNEY ALE HOUSE
14875,7:24:34,1/16/2018,Meghan Welch,103007-8750,OLNEY ALE HOUSE
14876,5:00:23,9/15/2015,Denton Mccullough,103007-8750,OLNEY ALE HOUSE
14877,10:45:29,7/13/2018,Cameran Roberts,103007-8750,OLNEY ALE HOUSE
14878,16:10:41,1/29/2018,Iliana Romero,103007-8750,OLNEY ALE HOUSE
14879,10:19:43,6/10/2016,Erica Mueller,103007-8750,OLNEY ALE HOUSE
14880,8:29:20,3/2/2017,Ariana Haley,103007-8750,OLNEY ALE HOUSE
14881,11:41:10,11/7/2017,Edan Morales,103007-8750,OLNEY ALE HOUSE
14882,7:46:00,9/25/2015,Vance Bond,103007-8750,OLNEY ALE HOUSE
14883,7:47:32,7/28/2017,Hope Leonard,103007-8750,OLNEY ALE HOUSE
14884,13:54:41,7/16/2018,Marshall Gallegos,103007-8750,OLNEY ALE HOUSE
14885,11:14:52,5/2/2017,Hyacinth Rush,103007-8750,OLNEY ALE HOUSE
14886,11:28:10,1/27/2015,Noah Dudley,103007-8750,OLNEY ALE HOUSE
14887,8:51:43,10/7/2015,Angelica Leblanc,103007-8750,OLNEY ALE HOUSE
14888,5:18:42,12/22/2015,Kadeem Dixon,103007-8750,OLNEY ALE HOUSE
14889,2:40:12,12/31/2015,Hamish Peters,103007-8750,OLNEY ALE HOUSE
14890,8:47:48,2/23/2017,Jaquelyn Hudson,103007-8750,OLNEY ALE HOUSE
14891,8:23:30,1/6/2015,Stella Price,103007-8750,OLNEY ALE HOUSE
14892,5:13:11,9/27/2016,Hannah Walsh,103007-8750,OLNEY ALE HOUSE
14893,14:36:58,3/9/2015,Natalie Erickson,103007-8750,OLNEY ALE HOUSE
14894,7:11:45,4/22/2016,Kelly Beach,103007-8750,OLNEY ALE HOUSE
14895,8:35:50,5/17/2016,Lynn Duffy,103007-8750,OLNEY ALE HOUSE
14896,9:41:34,4/24/2015,Cade Horton,103007-8750,OLNEY ALE HOUSE
14897,5:27:11,6/3/2015,Brett Orr,103007-8750,OLNEY ALE HOUSE
14898,4:03:26,7/9/2015,Thomas Montgomery,103007-8750,OLNEY ALE HOUSE
14899,10:07:14,9/25/2017,Herman Blanchard,103007-8750,OLNEY ALE HOUSE
14900,11:35:25,3/24/2017,Dahlia Moore,103007-8750,OLNEY ALE HOUSE
14901,8:05:22,1/24/2018,Ariana Haley,103007-8750,OLNEY ALE HOUSE
14902,13:09:15,6/9/2015,Samuel Cohen,103007-8750,OLNEY ALE HOUSE
14903,9:22:49,6/6/2018,Breanna Valencia,103007-8750,OLNEY ALE HOUSE
14904,14:26:19,11/24/2017,Harlan Mack,103007-8750,OLNEY ALE HOUSE
14905,3:55:26,8/17/2015,Tad Morton,103007-8750,OLNEY ALE HOUSE
14906,14:54:30,6/27/2018,Hakeem Mason,103007-8750,OLNEY ALE HOUSE
14907,7:09:56,1/18/2016,Deacon William,103007-8750,OLNEY ALE HOUSE
14908,12:15:14,12/2/2015,Maite Goodman,103007-8750,OLNEY ALE HOUSE
14909,5:31:23,2/28/2018,Bernard Guzman,103007-8750,OLNEY ALE HOUSE
14910,9:13:41,6/15/2017,Ashely Gay,103007-8750,OLNEY ALE HOUSE
14911,9:22:40,9/23/2016,Macey Mcmillan,103007-8750,OLNEY ALE HOUSE
14912,16:48:15,4/6/2018,Angelica Leblanc,103007-8750,OLNEY ALE HOUSE
14913,7:18:56,5/29/2015,Adrian Mcmillan,103007-8750,OLNEY ALE HOUSE
14914,11:53:29,9/16/2015,Tad Morton,103007-8750,OLNEY ALE HOUSE
14915,4:33:22,3/9/2015,Guinevere Cantrell,103007-8750,OLNEY ALE HOUSE
14916,5:17:09,7/14/2016,Quinlan Acevedo,103007-8750,OLNEY ALE HOUSE
14917,16:27:13,8/19/2016,Tobias Walton,103007-8750,OLNEY ALE HOUSE
14918,8:32:39,11/13/2015,Alice Middleton,103007-8750,OLNEY ALE HOUSE
14919,12:41:22,4/6/2018,Abbot Velasquez,103007-8750,OLNEY ALE HOUSE
14920,9:51:23,10/6/2015,Hyacinth Rush,103007-8750,OLNEY ALE HOUSE
14921,7:45:49,2/6/2015,Abbot Waller,103007-8750,OLNEY ALE HOUSE
14922,9:32:40,10/17/2018,Kato Simon,103007-8750,OLNEY ALE HOUSE
14923,5:51:03,11/19/2015,Josiah Butler,103007-8750,OLNEY ALE HOUSE
14924,7:52:12,7/27/2017,Indira Reed,103007-8750,OLNEY ALE HOUSE
14925,2:42:12,2/26/2016,Adara Terrell,103007-8750,OLNEY ALE HOUSE
14926,10:36:39,11/18/2015,Margaret Chavez,825935-7435,PETERS CARRY OUT
14927,15:23:35,3/27/2018,Ima Garcia,825935-7435,PETERS CARRY OUT
14928,9:49:02,9/21/2017,Dennis Bolton,825935-7435,PETERS CARRY OUT
14929,5:44:13,6/26/2015,Dennis Bolton,825935-7435,PETERS CARRY OUT
14930,14:18:13,10/20/2016,George Best,825935-7435,PETERS CARRY OUT
14931,11:39:04,2/1/2017,Celeste Neal,825935-7435,PETERS CARRY OUT
14932,9:32:59,1/1/2018,Claudia Mullins,825935-7435,PETERS CARRY OUT
14933,12:45:47,3/27/2018,Macy Burch,825935-7435,PETERS CARRY OUT
14934,9:35:29,10/28/2016,Len Graham,825935-7435,PETERS CARRY OUT
14935,11:28:53,8/20/2015,Marah Salazar,825935-7435,PETERS CARRY OUT
14936,10:50:59,6/7/2016,Claudia Mullins,825935-7435,PETERS CARRY OUT
14937,14:38:05,3/15/2016,Cassidy Mathews,825935-7435,PETERS CARRY OUT
14938,8:35:40,1/25/2016,Oren Bowman,825935-7435,PETERS CARRY OUT
14939,9:39:24,6/14/2018,Zelenia Newman,825935-7435,PETERS CARRY OUT
14940,7:12:22,12/27/2016,Silas Daniel,825935-7435,PETERS CARRY OUT
14941,15:51:01,4/13/2018,Leah Alvarado,825935-7435,PETERS CARRY OUT
14942,13:06:25,12/17/2015,Haley Smith,825935-7435,PETERS CARRY OUT
14943,16:40:59,7/25/2017,Leah Alvarado,825935-7435,PETERS CARRY OUT
14944,8:55:59,1/13/2015,Quamar Davidson,825935-7435,PETERS CARRY OUT
14945,6:05:07,4/20/2018,Brielle Henderson,825935-7435,PETERS CARRY OUT
14946,5:56:46,11/17/2016,Grady Sherman,825935-7435,PETERS CARRY OUT
14947,16:16:36,5/4/2017,Bethany Hancock,825935-7435,PETERS CARRY OUT
14948,13:03:32,7/18/2016,Bethany Hancock,825935-7435,PETERS CARRY OUT
14949,7:21:22,12/8/2016,Shaeleigh Oneil,825935-7435,PETERS CARRY OUT
14950,13:13:18,2/1/2018,Lillian Ashley,825935-7435,PETERS CARRY OUT
14951,14:36:05,9/28/2017,Uta Shepard,825935-7435,PETERS CARRY OUT
14952,10:12:36,1/1/2015,Noble Goodman,825935-7435,PETERS CARRY OUT
14953,13:01:44,10/25/2016,Brielle Henderson,825935-7435,PETERS CARRY OUT
14954,16:21:00,8/25/2016,Noble Goodman,825935-7435,PETERS CARRY OUT
14955,9:32:54,11/6/2017,Nora Harmon,825935-7435,PETERS CARRY OUT
14956,16:39:23,7/20/2016,Christine Lamb,825935-7435,PETERS CARRY OUT
14957,9:31:49,7/30/2015,Aladdin Farrell,825935-7435,PETERS CARRY OUT
14958,13:49:38,5/2/2016,Leigh Valdez,825935-7435,PETERS CARRY OUT
14959,17:22:57,5/4/2017,Madeson Mcclure,825935-7435,PETERS CARRY OUT
14960,11:57:16,9/25/2015,Kristen Fox,825935-7435,PETERS CARRY OUT
14961,12:30:16,1/27/2015,Lillian Ashley,825935-7435,PETERS CARRY OUT
14962,17:13:07,2/9/2018,Xavier Avila,825935-7435,PETERS CARRY OUT
14963,9:24:28,6/21/2016,Brielle Henderson,825935-7435,PETERS CARRY OUT
14964,5:51:39,8/25/2015,Claudia Mullins,825935-7435,PETERS CARRY OUT
14965,11:12:29,1/25/2017,Hop Atkins,825935-7435,PETERS CARRY OUT
14966,15:11:32,11/1/2018,Cullen Lott,825935-7435,PETERS CARRY OUT
14967,10:03:12,7/27/2016,Kai Wiley,825935-7435,PETERS CARRY OUT
14968,12:49:44,10/4/2016,Micah Savage,825935-7435,PETERS CARRY OUT
14969,18:18:10,8/1/2017,Zorita Nunez,825935-7435,PETERS CARRY OUT
14970,8:24:15,12/9/2015,Harrison Snider,825935-7435,PETERS CARRY OUT
14971,14:26:13,9/26/2018,Haley Smith,825935-7435,PETERS CARRY OUT
14972,11:12:30,3/4/2016,Latifah Rhodes,825935-7435,PETERS CARRY OUT
14973,7:03:38,3/20/2017,Cassidy Mathews,825935-7435,PETERS CARRY OUT
14974,8:44:21,2/24/2017,Leah Alvarado,825935-7435,PETERS CARRY OUT
14975,9:00:05,1/15/2018,Micah Flowers,825935-7435,PETERS CARRY OUT
14976,19:52:40,8/27/2018,Shafira Gonzales,825935-7435,PETERS CARRY OUT
14977,19:52:37,4/28/2017,Latifah Rhodes,825935-7435,PETERS CARRY OUT
14978,11:47:41,12/24/2018,George Best,825935-7435,PETERS CARRY OUT
14979,16:13:49,12/12/2017,Dustin Foley,825935-7435,PETERS CARRY OUT
14980,16:00:59,2/10/2015,Shea Carney,825935-7435,PETERS CARRY OUT
14981,14:38:46,7/7/2017,Aladdin Farrell,825935-7435,PETERS CARRY OUT
14982,5:58:54,11/2/2018,Selma Gibson,825935-7435,PETERS CARRY OUT
14983,15:51:32,8/31/2017,Dylan Robertson,825935-7435,PETERS CARRY OUT
14984,7:20:28,8/24/2018,Dora Greer,825935-7435,PETERS CARRY OUT
14985,5:41:47,3/8/2018,Leigh Valdez,825935-7435,PETERS CARRY OUT
14986,12:19:56,8/14/2018,Claudia Mullins,825935-7435,PETERS CARRY OUT
14987,18:40:10,2/27/2018,Maris Kinney,825935-7435,PETERS CARRY OUT
14988,19:49:04,12/16/2016,Celeste Neal,825935-7435,PETERS CARRY OUT
14989,5:40:36,7/20/2016,Wang Rhodes,825935-7435,PETERS CARRY OUT
14990,14:56:45,3/16/2015,Dora Greer,825935-7435,PETERS CARRY OUT
14991,6:32:26,1/12/2016,Dylan Robertson,825935-7435,PETERS CARRY OUT
14992,10:17:53,11/10/2017,Ashton Leonard,825935-7435,PETERS CARRY OUT
14993,19:04:43,8/7/2015,Chelsea Dennis,825935-7435,PETERS CARRY OUT
14994,10:45:40,10/2/2015,Zena Mills,825935-7435,PETERS CARRY OUT
14995,16:55:25,6/16/2015,Noble Goodman,825935-7435,PETERS CARRY OUT
14996,19:39:32,4/6/2016,Harrison Snider,825935-7435,PETERS CARRY OUT
14997,8:14:03,3/13/2017,Yetta Matthews,825935-7435,PETERS CARRY OUT
14998,5:18:31,2/20/2017,Herrod Bolton,825935-7435,PETERS CARRY OUT
14999,19:57:50,12/27/2018,Gemma Garza,825935-7435,PETERS CARRY OUT
15000,19:21:43,11/13/2018,Chantale Burgess,825935-7435,PETERS CARRY OUT
15001,9:00:54,7/11/2017,Micah Flowers,825935-7435,PETERS CARRY OUT
15002,12:09:26,2/19/2018,Gretchen Baxter,825935-7435,PETERS CARRY OUT
15003,11:17:30,12/5/2016,Kai Wiley,825935-7435,PETERS CARRY OUT
15004,15:17:33,11/14/2016,Margaret Chavez,825935-7435,PETERS CARRY OUT
15005,16:26:43,9/28/2017,Brielle Henderson,825935-7435,PETERS CARRY OUT
15006,10:21:20,10/15/2015,Ciaran Sharpe,825935-7435,PETERS CARRY OUT
15007,10:31:40,3/7/2017,Zelenia Newman,825935-7435,PETERS CARRY OUT
15008,4:40:45,8/14/2015,Hammett Britt,975515-0035,MAMA WOK
15009,8:20:06,2/2/2016,Hyacinth Case,975515-0035,MAMA WOK
15010,9:57:47,12/15/2015,Oscar Pickett,975515-0035,MAMA WOK
15011,18:37:48,10/20/2015,Hakeem Norton,975515-0035,MAMA WOK
15012,3:56:55,2/3/2017,Sawyer Ratliff,975515-0035,MAMA WOK
15013,6:13:58,2/22/2016,Lee Whitaker,975515-0035,MAMA WOK
15014,20:57:57,12/24/2015,Hashim Rutledge,975515-0035,MAMA WOK
15015,10:54:05,4/15/2016,Leilani Huffman,975515-0035,MAMA WOK
15016,18:19:10,5/24/2017,Sawyer Ratliff,975515-0035,MAMA WOK
15017,8:39:43,3/15/2017,Hyacinth Case,975515-0035,MAMA WOK
15018,14:53:57,5/18/2016,Hyacinth Garrison,975515-0035,MAMA WOK
15019,18:24:11,5/9/2018,Leilani Huffman,975515-0035,MAMA WOK
15020,16:55:14,2/4/2015,Hakeem Norton,975515-0035,MAMA WOK
15021,13:43:38,1/14/2015,Dorothy Church,975515-0035,MAMA WOK
15022,2:50:56,2/19/2015,Garth Goodwin,975515-0035,MAMA WOK
15023,8:07:22,10/7/2015,Rigel Acosta,975515-0035,MAMA WOK
15024,14:27:00,5/25/2017,Arthur Ortiz,975515-0035,MAMA WOK
15025,12:30:21,1/8/2018,Clark Morris,975515-0035,MAMA WOK
15026,6:05:15,1/19/2015,Autumn Combs,975515-0035,MAMA WOK
15027,10:00:27,6/22/2018,Clio Stewart,975515-0035,MAMA WOK
15028,2:16:42,3/30/2016,Hyacinth Case,975515-0035,MAMA WOK
15029,17:06:35,3/14/2016,Arsenio Sampson,975515-0035,MAMA WOK
15030,8:47:39,11/12/2018,Howard Livingston,975515-0035,MAMA WOK
15031,6:22:59,5/9/2017,Elvis Baker,975515-0035,MAMA WOK
15032,20:14:31,6/20/2018,Elvis Baker,975515-0035,MAMA WOK
15033,9:04:32,12/8/2017,Glenna Hawkins,975515-0035,MAMA WOK
15034,3:36:00,1/9/2018,Lana Guerra,975515-0035,MAMA WOK
15035,10:10:33,8/12/2016,Sade Beasley,975515-0035,MAMA WOK
15036,13:16:13,8/21/2015,Kamal Chapman,975515-0035,MAMA WOK
15037,20:07:40,12/19/2016,Leilani Huffman,975515-0035,MAMA WOK
15038,3:00:38,2/22/2018,Stella Webb,975515-0035,MAMA WOK
15039,4:06:40,3/11/2016,Rigel Acosta,975515-0035,MAMA WOK
15040,13:55:33,3/6/2018,Howard Livingston,975515-0035,MAMA WOK
15041,18:33:16,9/1/2016,Carlos Frazier,975515-0035,MAMA WOK
15042,5:01:09,11/4/2015,Cheryl Olson,975515-0035,MAMA WOK
15043,20:57:40,9/20/2016,Lana Guerra,975515-0035,MAMA WOK
15044,13:11:04,10/17/2018,Zephania Randolph,975515-0035,MAMA WOK
15045,2:15:26,10/22/2018,Fiona Hines,975515-0035,MAMA WOK
15046,2:43:38,1/2/2018,Sawyer Ratliff,975515-0035,MAMA WOK
15047,14:12:18,7/24/2017,Felicia Snyder,975515-0035,MAMA WOK
15048,4:55:35,8/30/2017,Garth Goodwin,975515-0035,MAMA WOK
15049,4:27:15,9/25/2017,Miriam Combs,975515-0035,MAMA WOK
15050,10:03:25,2/23/2017,Petra Patel,975515-0035,MAMA WOK
15051,10:32:25,10/7/2016,Sade Beasley,975515-0035,MAMA WOK
15052,8:00:22,10/12/2015,Evan Burt,975515-0035,MAMA WOK
15053,14:57:37,4/12/2018,Dorothy Church,975515-0035,MAMA WOK
15054,8:43:13,10/4/2017,Simone Oneal,975515-0035,MAMA WOK
15055,5:59:50,9/26/2017,Miriam Combs,975515-0035,MAMA WOK
15056,6:25:00,7/4/2018,Keelie Eaton,975515-0035,MAMA WOK
15057,9:42:05,9/1/2017,Ulla Nixon,975515-0035,MAMA WOK
15058,16:43:32,8/13/2018,Felicia Snyder,975515-0035,MAMA WOK
15059,13:46:35,12/9/2016,Sade Beasley,975515-0035,MAMA WOK
15060,14:35:29,7/28/2015,Sade Beasley,975515-0035,MAMA WOK
15061,2:39:47,4/17/2018,Arsenio Sampson,975515-0035,MAMA WOK
15062,12:31:27,4/2/2018,Sawyer Ratliff,975515-0035,MAMA WOK
15063,8:05:59,1/29/2018,Clio Stewart,975515-0035,MAMA WOK
15064,10:38:10,6/22/2015,Quemby Newton,975515-0035,MAMA WOK
15065,3:48:23,10/23/2015,Hyacinth Garrison,975515-0035,MAMA WOK
15066,5:56:49,2/10/2015,Howard Livingston,975515-0035,MAMA WOK
15067,5:42:26,4/14/2017,Fiona Hines,975515-0035,MAMA WOK
15068,9:45:47,4/18/2017,Reece Klein,975515-0035,MAMA WOK
15069,9:23:59,12/19/2018,Mia Turner,975515-0035,MAMA WOK
15070,3:34:35,5/27/2016,Cheryl Olson,975515-0035,MAMA WOK
15071,3:10:13,11/13/2017,Cheryl Olson,975515-0035,MAMA WOK
15072,20:23:39,9/7/2015,Sade Beasley,975515-0035,MAMA WOK
15073,8:57:16,1/29/2018,Simone Oneal,975515-0035,MAMA WOK
15074,9:02:50,4/1/2015,Garth Goodwin,975515-0035,MAMA WOK
15075,3:26:19,5/10/2016,Hyacinth Garrison,975515-0035,MAMA WOK
15076,3:46:42,2/10/2017,Clare Clemons,975515-0035,MAMA WOK
15077,2:15:29,7/11/2018,Hammett Britt,975515-0035,MAMA WOK
15078,8:24:14,6/1/2017,Simone Oneal,975515-0035,MAMA WOK
15079,2:55:38,4/18/2016,Leilani Huffman,975515-0035,MAMA WOK
15080,6:39:41,4/6/2016,Garth Goodwin,975515-0035,MAMA WOK
15081,3:32:36,10/5/2017,Howard Livingston,975515-0035,MAMA WOK
15082,9:39:03,7/18/2016,Elvis Baker,975515-0035,MAMA WOK
15083,10:51:18,3/23/2015,Reece Klein,975515-0035,MAMA WOK
15084,13:51:04,9/12/2016,Martena Key,975515-0035,MAMA WOK
15085,19:07:26,2/26/2016,Clark Morris,975515-0035,MAMA WOK
15086,13:52:45,10/30/2018,Autumn Combs,975515-0035,MAMA WOK
15087,4:15:58,12/26/2017,Felicia Snyder,975515-0035,MAMA WOK
15088,18:34:24,1/22/2015,Garth Goodwin,975515-0035,MAMA WOK
15089,4:07:35,12/21/2018,Zephania Randolph,975515-0035,MAMA WOK
15090,11:35:07,10/22/2018,Oscar Pickett,975515-0035,MAMA WOK
15091,13:35:46,1/7/2015,Kamal Chapman,975515-0035,MAMA WOK
15092,15:45:38,6/12/2018,Hammett Britt,975515-0035,MAMA WOK
15093,10:35:02,9/11/2017,Arsenio Sampson,975515-0035,MAMA WOK
15094,4:57:46,5/18/2018,Autumn Combs,975515-0035,MAMA WOK
15095,6:55:56,2/12/2016,Ima Downs,975515-0035,MAMA WOK
15096,18:08:10,6/22/2016,Lana Guerra,975515-0035,MAMA WOK
15097,6:19:56,3/30/2015,Keelie Eaton,975515-0035,MAMA WOK
15098,18:46:15,8/7/2015,Kamal Chapman,975515-0035,MAMA WOK
15099,18:08:37,10/18/2017,Lee Whitaker,975515-0035,MAMA WOK
15100,16:00:32,1/1/2015,Fiona Hines,975515-0035,MAMA WOK
15101,11:03:55,9/17/2018,Miriam Combs,975515-0035,MAMA WOK
15102,18:11:39,10/22/2015,Martena Key,975515-0035,MAMA WOK
15103,18:55:30,6/21/2016,Petra Patel,975515-0035,MAMA WOK
15104,16:20:11,2/26/2015,Brenden Mckay,726147-6027,The Rivoli Bar
15105,1:48:26,10/11/2016,Ferris Torres,726147-6027,The Rivoli Bar
15106,15:11:20,7/14/2017,Trevor Wilcox,726147-6027,The Rivoli Bar
15107,11:51:16,7/14/2016,Orla Howard,726147-6027,The Rivoli Bar
15108,15:57:53,1/1/2015,Ima Sutton,726147-6027,The Rivoli Bar
15109,20:26:52,1/17/2018,Troy Church,726147-6027,The Rivoli Bar
