Name,SSN,Bar,License
"Marsden Short",589-31-01,"YEKTA KABOBI",018125-2537
"Marsden Short",589-31-01,"TOKYO SUSHI",963932-2784
"Marsden Short",589-31-01,"TEX'S PLACE",137395-0748
"Marsden Short",589-31-01,"AMALFI RISTORANTE",128083-8887
"Marshall Gallegos",507-73-01,"COUNTRY BOY CLUB",565494-6333
"Marshall Gallegos",507-73-01,SAMANTHA'S,065321-9717
"Marshall Garrison",152-83-03,VACE,798423-6294
"Marshall Garrison",152-83-03,"Beertep Craft Pub",052726-7009
"Marshall Garrison",152-83-03,"UNPLUGGED SPORT BAR & RESTAURA",703500-7595
"Marshall Mcintosh",207-45-08,Vermuteria,196332-2001
"Marshall Mcintosh",207-45-08,"ALL SET",604478-1638
"Marshall Mcintosh",207-45-08,"OLD TOWN POUR HOUSE",722716-4519
"Marshall Morton",156-32-07,"The Rivoli Bar",726147-6027
"Marshall Morton",156-32-07,"ARMAND'S PIZZERIA & GRILLE",506492-2536
"Martena Carson",822-36-01,"La Fine Mousse",234798-4284
"Martena Carson",822-36-01,"Ulysses Pub",603310-5963
"Martena Hicks",591-58-02,Vermuteria,196332-2001
"Martena Hicks",591-58-02,"OLD TOWN POUR HOUSE",722716-4519
"Martena Holder",482-64-05,"L'Ours Bar",402911-2895
"Martena Holder",482-64-05,"Genatzvale Hall",825794-2857
"Martena Holder",482-64-05,SILVER,716079-8588
"Martena Key",108-16-01,"The Allsop Arms",705990-6557
"Martena Pruitt",317-62-02,"Le Mary Céleste",498082-1021
"Martena Pruitt",317-62-02,"Podozritelnye Litsa Bar",285412-1965
"Martena Pruitt",317-62-02,"THE GREENE TURTLE-Ab",806320-3064
"Martena Pruitt",317-62-02,"AJI-NIPPON RESTAURANT",102739-1075
"Martha Mccarthy",564-86-09,"EL SOL SALVADOREAN & MEXICAN R",519829-9801
"Martha Valentine",401-62-05,"RUANG KHAO THAI CUISINE",473565-3935
"Martin Hendricks",582-60-02,"PINES OF ROME",012827-6557
"Martina Austin",809-74-08,"BOCA BOTANA'S",633641-0946
"Martina Austin",809-74-08,"KOREAN KORNER",252115-9828
"Martina Austin",809-74-08,"TASTE OF EUROPE",383254-4286
"Martina Austin",809-74-08,"THAI TASTE",393201-0154
"Martina Love",537-58-08,"Belgian Pub BeerHouse",416665-7371
"Martina Love",537-58-08,"St. George's Tavern",922270-1568
"Martina Savage",435-98-04,"ARMAND'S PIZZERIA & GRILLE",506492-2536
"Martina Summers",408-75-01,"DULCINEA BAR & GRILL",155187-4140
"Martina Summers",408-75-01,"TAIPEI TOKYO",147454-4051
"Marvin Fry",153-30-09,"EL AMATE RESTAURANT",284564-0263
"Marvin Spence",693-61-00,"STAINED GLASS PUB",033215-5373
"Marvin Spence",693-61-00,"THELO GREEK GRILL",577421-5163
"Marvin Spence",693-61-00,"CLUB 175",843001-5555
"Mary Bentley",194-78-09,"MAMMA LUCIA",825954-1152
"Mary Bentley",194-78-09,"The Shark and Rose",385233-3057
"Mary Bentley",194-78-09,"EL PAISANO",269448-6792
"Mary Bentley",194-78-09,"POSITANO RISTORANTE ITALIANO",784026-4704
"Maryam Cote",230-93-05,Moonshiner,807305-7500
"Maryam Cote",230-93-05,Neko,097147-8367
"Maryam Cote",230-93-05,"SOUTHLAWN RESTAURANT",558375-0236
"Maryam Cote",230-93-05,Artesian,023683-4925
"Maryam Cote",230-93-05,"BACCHUS OF LEBANON",397549-9173
"Maryam Fox",054-77-07,"Britannia Arms",033266-5462
"Maryam Fox",054-77-07,"MAPLE BEER AND WINE",624171-7682
"Maryam Fox",054-77-07,"PETER'S GRILL",567033-1627
"Maryam Fox",054-77-07,"MIX BAR & GRILL",167553-1543
"Maryam Fox",054-77-07,"Hedley Club",627764-8355
"Maryam Fuller",208-91-02,"THAI TASTE",393201-0154
"Maryam Johns",528-15-07,"KWIK BAR & GRILL",343655-3428
"Maryam Johns",528-15-07,"John Bull Pub",936645-6904
"Maryam Johns",528-15-07,"The Italian Job",664654-3022
"Maryam Valencia",446-06-04,"BARKING MAD CAFE",173337-7970
"Maryam Valencia",446-06-04,"La Commune",273086-1339
"Maryam Valencia",446-06-04,"La Fontaine de Belleville",035952-6936
"Mason Banks",562-63-06,"The Rivoli Bar",726147-6027
"Mason Banks",562-63-06,"ARMAND'S PIZZERIA & GRILLE",506492-2536
"Mason Ford",065-77-03,"Il Fornaio",698268-4422
"Mason Ford",065-77-03,"SALA THAI ",339365-4516
"Mason Ford",065-77-03,"CRISTINA'S ITALIAN RISTORANTE",944800-8871
"Mason Griffin",188-62-08,"KOREAN KORNER",252115-9828
"Mason Griffin",188-62-08,SASUNS,239755-5612
"Mason Huff",801-94-02,"La Mezcaleria",059219-3288
"Mason Huff",801-94-02,"EL MARIACHI",107629-9856
"Mason Huff",801-94-02,"DAD'S BEER ",987820-7241
"Mason Huff",801-94-02,"MINERVA INDIAN CUISINE",636663-6196
"Mason Mendoza",170-20-04,CLYDE'S,098193-2403
"Mason Mendoza",170-20-04,"The Bar at The Dorchester",137269-3752
"Mason Snyder",476-77-08,"Bar Hemingway",573547-0154
"Mason Snyder",476-77-08,"OLNEY ALE HOUSE",103007-8750
"Mason Snyder",476-77-08,"The Bloomsbury Club Bar",032912-1156
"Mason Solis",573-11-04,"Belowzero Ice Bar",679007-3636
"Mason Solis",573-11-04,"The Chandos Arms",072616-5319
"Mason Yates",381-07-02,Combat,163829-1896
"Mason Yates",381-07-02,"Kings Stores",905752-1115
"Mason Yates",381-07-02,"LOS COBANOS RESTAURANT",312938-5286
"Matthew Dunlap",348-05-05,"DULCINEA BAR & GRILL",155187-4140
"Matthew Dunlap",348-05-05,"NORMANDIE FARM RESTAURANT",604511-6289
"Matthew Dunlap",348-05-05,"TAIPEI TOKYO",147454-4051
"Matthew Kramer",443-88-05,Porosello,775033-0743
"Matthew Kramer",443-88-05,"Satan's Whiskers",786366-9730
"Matthew Kramer",443-88-05,"Beaufort Bar",934943-7856
"Matthew Pittman",184-65-03,"PASSION FISH",994587-9188
"Matthew Pittman",184-65-03,Candelaria,645845-0472
"Matthew Pittman",184-65-03,"CHEESESTEAK MIKE'S",214195-2529
"Matthew William",444-82-02,"Britannia Arms",033266-5462
"Matthew William",444-82-02,SAFEWAY,076279-9393
"Matthew William",444-82-02,Anderdog,426308-0014
"Matthew William",444-82-02,"PETER'S GRILL",567033-1627
"Matthew William",444-82-02,"MIX BAR & GRILL",167553-1543
"Matthew William",444-82-02,"Hedley Club",627764-8355
"Maxine Kirk",094-49-03,"TAIPEI TOKYO",147454-4051
"Maxine Mann",422-83-08,EGGSPECTATION,459940-2189
"Maxine Nicholson",860-59-08,"ASPEN HILL BAR & GRILL",122581-2526
"Maxine Nicholson",860-59-08,"Bar Italiya",278532-0199
"Maxine Nicholson",860-59-08,"Ninetyeight Bar & Lounge",023694-3510
"Maxwell Barry",430-26-04,Porosello,775033-0743
"Maxwell Barry",430-26-04,"HOT POT LEGEND",268449-3063
"Maxwell Mooney",776-75-04,"KOREAN KORNER",252115-9828
"Maxwell Mooney",776-75-04,"TASTE OF EUROPE",383254-4286
"Maxwell Mooney",776-75-04,SASUNS,239755-5612
"May Carpenter",792-62-01,"GRAPE AND GRAIN BOUTIQUE",557483-4338
"May Carpenter",792-62-01,"LA FERME",978070-9847
"May Glover",856-76-06,"Aux Folies",178856-0090
"May Glover",856-76-06,Artesian,023683-4925
"May Glover",856-76-06,"BACCHUS OF LEBANON",397549-9173
"May Horne",374-48-07,Combat,163829-1896
"May Horne",374-48-07,"Ulysses Pub",603310-5963
"May Horne",374-48-07,"Kings Stores",905752-1115
"May Horne",374-48-07,"LOS COBANOS RESTAURANT",312938-5286
"May Martin",369-93-09,"KWIK BAR & GRILL",343655-3428
"May Martin",369-93-09,"The Italian Job",664654-3022
"May Mcknight",115-22-05,"L'Avant Comptoir de la Mer",972787-2484
"May Mcknight",115-22-05,"METRO CLUB",289884-2378
"May Mcknight",115-22-05,"CRISFIELD SEAFOOD RESTAURANT",195256-6840
"May Mcknight",115-22-05,"LA MADELEINE",027174-2033
"Maya Cole",828-28-09,"DUCK DUCK GOOSE",844789-9843
"Maya Keller",888-76-04,"Pivbar Kolomenskoye",365700-4523
"Maya Keller",888-76-04,"Mandy's Apothecary Irish Pub",036932-8331
"Maya Keller",888-76-04,"HUNAN NIGHT",619242-8172
"McKenzie Griffin",107-09-07,"Podozritelnye Litsa Bar",285412-1965
"McKenzie Griffin",107-09-07,"SOL AZTECA RESTAURANT",844222-4211
"McKenzie Griffin",107-09-07,"THE GREENE TURTLE-Ab",806320-3064
"McKenzie Griffin",107-09-07,"AJI-NIPPON RESTAURANT",102739-1075
"McKenzie Gutierrez",594-82-04,"Satan's Whiskers",786366-9730
"McKenzie Gutierrez",594-82-04,"HOT POT LEGEND",268449-3063
"McKenzie Gutierrez",319-27-00,"ARIA BAR & GRILL",705071-9785
"McKenzie Gutierrez",319-27-00,"PETERS CARRY OUT",825935-7435
"McKenzie Gutierrez",319-27-00,"THE QUARRY HOUSE TAVERN",906351-1597
"McKenzie Kline",657-09-00,CANOPY,993738-4536
"McKenzie Mayo",834-68-09,"GRAPE AND GRAIN BOUTIQUE",557483-4338
"McKenzie Mayo",834-68-09,"RUSSIAN GOURMET",635427-3838
"McKenzie Mayo",834-68-09,"LA FERME",978070-9847
"McKenzie Petty",302-75-01,"SHALOM STRICTLY KOSHER MEATS",077097-3972
"McKenzie Petty",302-75-01,Artesian,023683-4925
"McKenzie Petty",302-75-01,"BACCHUS OF LEBANON",397549-9173
"McKenzie Petty",302-75-01,"Brass Monkey",704506-9023
"McKenzie Quinn",783-14-09,"THE YO YO CAFE",347113-2062
"Mechelle Dodson",140-02-01,"GRAPE AND GRAIN BOUTIQUE",557483-4338
"Mechelle Dodson",140-02-01,"RUSSIAN GOURMET",635427-3838
"Mechelle Dodson",140-02-01,"CHICKEN BASKET",392762-0769
"Mechelle Gamble",711-25-01,"DULCINEA BAR & GRILL",155187-4140
"Mechelle Gamble",711-25-01,"TAIPEI TOKYO",147454-4051
"Mechelle Gates",451-75-09,"PERUVIAN COUNTRY CHICKEN & BEE",443434-1709
"Mechelle Gates",451-75-09,SHANGRI'LA,392381-3350
"Mechelle Pickett",254-20-04,"KWIK BAR & GRILL",343655-3428
"Mechelle Pickett",254-20-04,"Humble Grape - Battersea",289362-8384
"Mechelle Williamson",569-40-01,"OLAZZO RESTAURANT",544976-6244
"Mechelle Williamson",569-40-01,"BETHESDA CRAB HOUSE",789601-4995
"Medge Bush",546-87-03,"Belgian Pub BeerHouse",416665-7371
"Medge Bush",546-87-03,"St. George's Tavern",922270-1568
"Medge Dale",197-30-07,"HOT POT LEGEND",268449-3063
"Medge Fletcher",434-19-03,"The Ship and Whale",986328-7539
"Medge Hicks",637-22-09,"Daly's Wine Bar",686766-4572
"Medge Johns",053-44-03,"Blue Angel",802054-2166
"Medge Johns",053-44-03,"BARREL & CROW",938023-9690
"Medge Johns",053-44-03,"Daly's Wine Bar",686766-4572
"Megan Gonzalez",466-03-09,"LOS CHORROS RESTAURANT",637478-3600
"Meghan Molina",351-65-00,"LONGHORN STEAKHOUSE",039890-9002
"Meghan Reilly",032-08-01,"DULCINEA BAR & GRILL",155187-4140
"Meghan Stevens",250-09-03,"GOLF ULTRA LOUNGE",008054-3713
"Meghan Stevens",250-09-03,"TARA THAI",514464-4324
"Meghan Stevens",250-09-03,"BETHESDA CRAB HOUSE",789601-4995
"Meghan Welch",199-71-01,SAMANTHA'S,065321-9717
"Meghan Welch",199-71-01,"OLNEY ALE HOUSE",103007-8750
"Meghan Welch",199-71-01,"The Bloomsbury Club Bar",032912-1156
"Melanie Cameron",481-14-03,"PASSION FISH",994587-9188
"Melanie Cameron",481-14-03,Candelaria,645845-0472
"Melanie Cameron",481-14-03,"Le Tr?s Particulier",432512-8710
"Melanie Davidson",602-70-00,"EL ANDARIEGO",822937-5764
"Melanie Davidson",602-70-00,"Winil Wine Bar",348656-7617
"Melanie Davidson",602-70-00,"Ye Olde Mitre",379956-5316
"Melanie Davidson",602-70-00,"Gecko Grill",446219-2628
"Melanie Hicks",765-65-03,Budvar,826130-4276
"Melanie Hicks",765-65-03,"The Rivoli Bar",726147-6027
"Melanie Hicks",765-65-03,"St. James Tavern",454665-2704
"Melanie Kane",386-80-09,"A.P. Stump's",MA12347
"Melanie Kane",386-80-09,"ATTMAN'S BAR & GRILL",548813-2340
"Melanie Kane",386-80-09,"The Ship and Whale",986328-7539
"Melanie Patton",232-15-07,"Chez Ammad",195979-2548
"Melanie Patton",232-15-07,CUBANO'S,284560-8641
"Melanie Warner",805-24-01,"PERUVIAN COUNTRY CHICKEN & BEE",443434-1709
"Melanie Warner",805-24-01,SHANGRI'LA,392381-3350
"Melanie Warner",805-24-01,Eulipia,836692-8532
"Melinda Blackwell",376-80-05,"La Fine Mousse",234798-4284
"Melinda Blackwell",376-80-05,"Connolly Station",638134-8991
"Melinda Blackwell",376-80-05,"Kings Stores",905752-1115
"Melinda Blackwell",376-80-05,"LOS COBANOS RESTAURANT",312938-5286
"Melinda Conley",576-23-01,"Pivbar Kolomenskoye",365700-4523
"Melinda Conley",576-23-01,"NEW VILLAGE RESTAURANT",034706-7472
"Melinda Frye",723-96-09,"DULCINEA BAR & GRILL",155187-4140
"Melinda Frye",723-96-09,"NORMANDIE FARM RESTAURANT",604511-6289
"Melinda Hess",253-16-09,"Pivbar Kolomenskoye",365700-4523
"Melinda Hess",253-16-09,"Mandy's Apothecary Irish Pub",036932-8331
"Melinda Lamb",643-90-00,SHANGRI'LA,392381-3350
"Melinda Lamb",643-90-00,Eulipia,836692-8532
"Melinda Olson",054-95-01,"Blue Angel",802054-2166
"Melinda Olson",054-95-01,"Daly's Wine Bar",686766-4572
"Melissa Cunningham",347-13-07,"BOCA BOTANA'S",633641-0946
"Melissa Cunningham",347-13-07,"TASTE OF EUROPE",383254-4286
"Melissa Cunningham",347-13-07,"MRS. K'S TOLL HOUSE",204463-2632
"Melissa Cunningham",347-13-07,"THAI TASTE",393201-0154
"Melodie Evans",236-71-05,"PINEY BRANCH PUB",574707-0877
"Melodie Evans",236-71-05,BECLAWS,269500-5799
"Melodie Evans",236-71-05,"EVA LOUNGE",243206-3382
"Melodie Evans",236-71-05,"EL SOL SALVADOREAN & MEXICAN R",519829-9801
"Melodie Olsen",005-46-05,"THE GREENE TURTLE-Az",272426-2650
"Melodie Olsen",005-46-05,"CANA BEER & WINE",192695-6895
"Melvin Griffith",866-21-03,Anderdog,426308-0014
"Melvin Griffith",866-21-03,"MAPLE BEER AND WINE",624171-7682
"Melvin Henson",284-85-06,"The B-Hive",159927-7181
"Melvin Henson",284-85-06,"TWINBROOK BAR",792185-8796
"Melvin Pruitt",575-09-05,"Podozritelnye Litsa Bar",285412-1965
"Melvin Pruitt",575-09-05,"SOL AZTECA RESTAURANT",844222-4211
"Melvin Pruitt",575-09-05,"THE GREENE TURTLE-Ab",806320-3064
"Melvin Pruitt",575-09-05,"AJI-NIPPON RESTAURANT",102739-1075
"Melvin Sheppard",242-39-04,"Little Red Door",837313-9248
"Melvin Sheppard",242-39-04,Bisou,152664-4651
"Melvin Trevino",235-41-07,Porosello,775033-0743
"Melvin Trevino",235-41-07,"HOT POT LEGEND",268449-3063
"Melvin Trevino",235-41-07,"MAMMA LENA",287813-8268
"Meredith Potts",083-95-05,"GRAPE AND GRAIN BOUTIQUE",557483-4338
"Meredith Potts",083-95-05,"LA FERME",978070-9847
"Meredith Sandoval",547-33-08,"The Ship and Whale",986328-7539
"Meredith Whitney",466-20-03,"Purple Bar at Sanderson",016922-4284
"Merrill Fox",731-95-08,"PINEY BRANCH PUB",574707-0877
"Merrill Fox",731-95-08,"EL SOL SALVADOREAN & MEXICAN R",519829-9801
"Merrill Gilbert",477-43-08,"KOREAN KORNER",252115-9828
"Merrill Gilbert",477-43-08,"THAI TASTE",393201-0154
"Merrill Gilbert",477-43-08,SASUNS,239755-5612
"Merrill Hernandez",826-94-07,"The Backbeat",845635-3971
"Merrill Hernandez",826-94-07,"EL MARIACHI",107629-9856
"Merrill Hernandez",826-94-07,"OUTTA THE WAY CAFE",993879-6407
"Merrill Hernandez",826-94-07,"MINERVA INDIAN CUISINE",636663-6196
"Merrill Mejia",085-82-08,VACE,798423-6294
"Merrill Mejia",085-82-08,"CHAPALA RESTAURANT",659157-0376
"Merrill Mejia",085-82-08,"LONGHORN STEAKHOUSE",039890-9002
"Merrill Ruiz",817-84-03,Cabana,012286-7948
"Merritt Benson",871-45-06,"CUBA DE AYER",746894-2946
"Merritt Benson",871-45-06,"THE YO YO CAFE",347113-2062
"Merritt Benson",871-45-06,"En Vrac",065245-1634
"Merritt Estes",240-52-00,VACE,798423-6294
"Merritt Estes",240-52-00,"UNPLUGGED SPORT BAR & RESTAURA",703500-7595
"Merritt Estes",240-52-00,"LONGHORN STEAKHOUSE",039890-9002
"Merritt Salas",254-80-04,"Bar Neon Monkey",829829-6701
"Merritt Salas",254-80-04,"HOP N GRAPE",197460-5337
"Merritt Salas",254-80-04,"The DrumLeyton",855299-2110
"Merritt Salas",254-80-04,"MIDDLE EAST CUISINE",682135-2579
"Mia Olson",481-48-01,"L'Avant Comptoir de la Mer",972787-2484
"Mia Olson",481-48-01,"DOCK OF THE BAY",835167-6583
"Mia Olson",481-48-01,"METRO CLUB",289884-2378
"Mia Olson",481-48-01,"LA MADELEINE",027174-2033
"Mia Turner",853-63-02,Beerodrom,005882-9151
"Mia Turner",853-63-02,"Yan Primus",255119-6765
"Micah Conrad",512-97-07,"KINGSVIEW CLUB",047272-1463
"Micah Conrad",512-97-07,"TAKOMA PARK PUB",562552-4672
"Micah Conrad",512-97-07,BALDUCCI'S,189932-3255
"Micah Flowers",407-64-00,"ARIA BAR & GRILL",705071-9785
"Micah Flowers",407-64-00,"PETERS CARRY OUT",825935-7435
"Micah Flowers",407-64-00,CUBANO'S,284560-8641
"Micah Holland",231-43-09,"STAINED GLASS PUB",033215-5373
"Micah Logan",322-41-03,"TASTE OF EUROPE",383254-4286
"Micah Logan",322-41-03,"MRS. K'S TOLL HOUSE",204463-2632
"Micah Logan",322-41-03,"THAI TASTE",393201-0154
"Micah Mcfadden",082-85-00,"SPRING BEER HOUSE",556027-9498
"Micah Mcfadden",082-85-00,"KINGSVIEW CLUB",047272-1463
"Micah Mcfadden",082-85-00,"SEOULFOOD DC",328119-7933
"Micah Mcfadden",082-85-00,"Giza Hookah Lounge",309407-2687
"Micah Meyers",454-45-00,"Kings Stores",905752-1115
"Micah Oliver",010-73-02,"The B-Hive",159927-7181
"Micah Oliver",010-73-02,"L’avant comptoir du marché",508969-5034
"Micah Oliver",010-73-02,"Les Trois 8",066016-1696
"Micah Savage",153-23-05,"SENOR TEQUILA'S",744864-1998
"Micah Savage",153-23-05,"Chez Ammad",195979-2548
"Micah Savage",153-23-05,CUBANO'S,284560-8641
"Micah Talley",362-14-09,"GRAPE AND GRAIN BOUTIQUE",557483-4338
"Micah Welch",054-47-09,"LOS COBANOS RESTAURANT",312938-5286
"Michael Delacruz",405-95-03,"Blue Angel",802054-2166
"Michael Delacruz",405-95-03,"BARREL & CROW",938023-9690
"Michael Delacruz",405-95-03,"Daly's Wine Bar",686766-4572
"Michael Foreman",473-37-00,"FOREST GLEN PUB",724454-6920
"Michael Foreman",473-37-00,"LOS CHORROS RESTAURANT",637478-3600
"Michael Kim",483-50-08,"ADDISU GEBEYA",659375-5835
"Michael Kim",483-50-08,"Belgian Pub BeerHouse",416665-7371
"Michael Wilkerson",269-48-04,SAMOVAR,569005-3193
"Michael Wilkerson",269-48-04,"Bar Italiya",278532-0199
"Michelle Cook",289-96-02,"The Camel Pub",987575-5317
"Michelle Wheeler",369-86-07,Budvar,826130-4276
"Michelle Wolf",394-63-08,"Seven Bamboo",759258-8235
"Michelle Wolf",394-63-08,"HANARO RESTAURANT AND LOUNGE",367303-7044
"Mikayla Clemons",758-44-00,"TAKOMA PARK PUB",562552-4672
"Mikayla Clemons",758-44-00,"SEOULFOOD DC",328119-7933
"Minerva Colon",181-73-01,"Podozritelnye Litsa Bar",285412-1965
"Minerva Colon",181-73-01,"AJI-NIPPON RESTAURANT",102739-1075
"Minerva Ellison",312-24-05,"John Bull Pub",936645-6904
"Minerva Ellison",312-24-05,"Humble Grape - Battersea",289362-8384
"Minerva Ellison",312-24-05,"The Italian Job",664654-3022
"Minerva Hicks",249-48-08,"Castor Club",812147-3998
"Minerva Hicks",249-48-08,"Winil Wine Bar",348656-7617
"Minerva Hicks",249-48-08,N-EUROMART,913546-5087
"Minerva Hicks",249-48-08,"Molly Gwynn's",408783-4273
"Minerva May",521-74-07,"GOURMET PUB",238323-5054
"Minerva May",521-74-07,"IL PORTO",657698-5615
"Mira Holt",645-07-02,Bisou,152664-4651
"Mira Padilla",260-33-03,"BARKING MAD CAFE",173337-7970
"Mira Padilla",260-33-03,"La Commune",273086-1339
"Mira Padilla",260-33-03,"La Fontaine de Belleville",035952-6936
"Mira Tyler",469-17-04,"The B-Hive",159927-7181
"Mira Tyler",469-17-04,"L’avant comptoir du marché",508969-5034
"Miranda Anthony",198-94-00,"Blue Angel",802054-2166
"Miranda Anthony",198-94-00,"BARREL & CROW",938023-9690
"Miranda Bentley",084-31-03,"John Donne Pub",575493-8545
"Miranda Hendricks",226-72-09,"SENOR TEQUILA'S",744864-1998
"Miranda Hendricks",226-72-09,"ARIA BAR & GRILL",705071-9785
"Miranda Hendricks",226-72-09,CUBANO'S,284560-8641
"Miranda Shannon",145-80-02,"The Shark and Rose",385233-3057
"Miranda Shannon",145-80-02,"EL PAISANO",269448-6792
"Miranda Shannon",145-80-02,"WHEATON WINERY",426942-2970
"Miranda Shannon",145-80-02,"POSITANO RISTORANTE ITALIANO",784026-4704
"Miranda Shannon",145-80-02,"MIDWAY PUB",589827-6299
"Moana Griffin",338-79-04,"RUSSIAN GOURMET",635427-3838
"Moana Griffin",338-79-04,"CHICKEN BASKET",392762-0769
"Moana Griffin",338-79-04,"PINES OF ROME",012827-6557
"Moana Murphy",789-27-05,"Belowzero Ice Bar",679007-3636
"Moana Murphy",789-27-05,"RED BOWL",707445-3676
"Moana Murphy",789-27-05,"The Coral Room",336670-1716
"Mohammad Bates",150-07-02,"La Commune",273086-1339
"Mohammad Bates",150-07-02,"La Fontaine de Belleville",035952-6936
"Mohammad Bates",150-07-02,CANOPY,993738-4536
"Mohammad Cherry",293-06-01,SAFEWAY,076279-9393
"Mohammad Cherry",293-06-01,Anderdog,426308-0014
"Mohammad Cherry",293-06-01,"PETER'S GRILL",567033-1627
"Mohammad Cherry",293-06-01,"Hedley Club",627764-8355
"Mohammad Doyle",693-26-00,"AY! JALISCO II",622517-0445
"Mohammad Doyle",693-26-00,"Le Sherry Butt",024478-0706
"Mohammad Garza",278-58-07,"L'Avant Comptoir de la Mer",972787-2484
"Mohammad Garza",278-58-07,"METRO CLUB",289884-2378
"Mohammad Goodman",189-46-01,"TOTAL BAR",532821-8028
"Mohammad Goodman",189-46-01,"Satan's Whiskers",786366-9730
"Mohammad Goodman",189-46-01,"MAMMA LENA",287813-8268
"Mohammad Merritt",504-23-07,"Guns & Bears Pub",066604-4524
"Mohammad Merritt",504-23-07,"The Lounge",557061-3801
"Mohammad Merritt",504-23-07,"YEKTA KABOBI",018125-2537
"Mohammad Merritt",504-23-07,"EL PATIO",266006-4748
"Mohammad Merritt",504-23-07,"TOKYO SUSHI",963932-2784
"Mohammad Merritt",504-23-07,"TEX'S PLACE",137395-0748
"Mohammad Snider",466-85-07,"RED BOWL",707445-3676
"Mohammad Snider",466-85-07,"The Coral Room",336670-1716
"Mohammad Snider",466-85-07,"The Chandos Arms",072616-5319
"Mohammad Valencia",854-12-03,"TEX'S PLACE",137395-0748
"Mohammad Valencia",854-12-03,"AMALFI RISTORANTE",128083-8887
"Mollie Garner",464-78-03,"L'Ours Bar",402911-2895
"Mollie Garner",464-78-03,SILVER,716079-8588
"Mollie Miranda",391-07-05,"St. George's Tavern",922270-1568
"Mollie Miranda",391-07-05,"THAI AT SILVER SPRING",887258-6824
"Mollie Moody",801-98-00,"SPRING BEER HOUSE",556027-9498
"Mollie Moody",801-98-00,"TAKOMA PARK PUB",562552-4672
"Mollie Moody",801-98-00,"Giza Hookah Lounge",309407-2687
"Mollie Rosario",773-78-06,"The Lounge",557061-3801
"Mollie Rosario",773-78-06,"YEKTA KABOBI",018125-2537
"Mollie Rosario",773-78-06,"TOKYO SUSHI",963932-2784
"Mollie Shaw",613-05-08,"Seven Bamboo",759258-8235
"Mollie Shaw",613-05-08,"Bar Neon Monkey",829829-6701
"Mollie Shaw",613-05-08,"HOP N GRAPE",197460-5337
"Mollie Shaw",613-05-08,"MIDDLE EAST CUISINE",682135-2579
"Mollie Shelton",203-89-07,"GOURMET PUB",238323-5054
"Mollie Shelton",203-89-07,"IL PORTO",657698-5615
"Mollie Wallace",455-60-02,"Il Fornaio",698268-4422
"Mollie Wallace",455-60-02,"SALA THAI ",339365-4516
"Mollie Wallace",455-60-02,"CRISTINA'S ITALIAN RISTORANTE",944800-8871
"Molly Bishop",169-75-05,"Belowzero Ice Bar",679007-3636
"Molly Bishop",169-75-05,"WATERSHED CAFE",668344-5222
"Molly Bishop",169-75-05,"The Chandos Arms",072616-5319
"Molly Norton",860-14-02,"ASPEN HILL BAR & GRILL",122581-2526
"Molly Norton",860-14-02,"Bar Italiya",278532-0199
"Molly Patrick",255-25-06,"The B-Hive",159927-7181
"Molly Patrick",255-25-06,"TWINBROOK BAR",792185-8796
"Molly Patrick",255-25-06,"L’avant comptoir du marché",508969-5034
"Molly Sosa",444-13-07,"La Mezcaleria",059219-3288
"Molly Sosa",444-13-07,"EL MARIACHI",107629-9856
